"ID","Description","ReporterScore","DPC_0h_1","DPC_0h_2","DPC_0h_3","DPC_0h_4","DPC_3h_1","DPC_3h_2","DPC_3h_3","DPC_3h_4","DPC_6h_1","DPC_6h_2","DPC_6h_3","DPC_6h_4","DPC_9h_1","DPC_9h_2","DPC_9h_3","DPC_9h_4","DPC_12h_1","DPC_12h_2","DPC_12h_3","DPC_12h_4","DPC_18h_1","DPC_18h_2","DPC_18h_3","DPC_18h_4","DPC_24h_1","DPC_24h_2","DPC_24h_3","DPC_24h_4","DPC_36h_1","DPC_36h_2","DPC_36h_3","DPC_36h_4"
"hsa04146","Peroxisome",1.00898946016785,1.20404937777011,1.18665616503083,1.20962906828457,1.2331989751445,1.16115742970847,1.12800271830026,1.17582455775803,1.25371322850198,1.24021128283397,1.25713640197344,1.23717512565177,1.2793661903157,1.22293575992793,1.30191108430485,1.27825392056613,1.35929850371018,1.23652043266873,1.28252425276628,1.26063588273064,1.2418597464519,1.61688710041696,1.72305813656697,1.62613669822713,1.63108597576067,2.18857021356465,2.34933920033898,2.25935008074935,2.07889892987092,3.0010359617844,3.07239139668698,3.00747082881096,3.01711059890045
"hsa01524","Platinum drug resistance",0.973610483410562,1.159774293889,1.19271960859357,1.25060729934029,1.14292404613225,1.27286682982364,1.29626623670875,1.26060445481366,1.3070986383161,1.22341429515476,1.1670191185923,1.31687166156954,1.32040069234364,1.23445037303925,1.22178453100161,1.23915226614204,1.32043875665639,1.31166690909026,1.42231057615318,1.37558189047566,1.35409808302166,1.55179816099024,1.55852670133379,1.54779753140533,1.56198043639394,1.741546910243,1.76599848106323,1.75283476926009,1.76076494559363,2.30628864134322,2.17185414479926,2.26461078062678,2.39528739410034
"hsa05010","Alzheimer disease",0.844068389274755,1.54575032081489,1.55857310631579,1.59807288102226,1.65844463452681,1.48927719085603,1.52492965195956,1.59739100578645,1.64827290457626,1.74175918085479,1.71332776614105,1.7671628050636,1.80865511864354,1.75549335381697,1.78739543073312,1.72873491300515,1.77905276974601,1.28563160604292,1.35785484418123,1.30429758346883,1.33665223801742,1.40271583548301,1.46299829626857,1.41860623170769,1.4247999292634,1.5437731633498,1.55141463343832,1.60015746928119,1.53045491278664,1.85808108592688,1.82130883932477,1.91344515913202,1.9386830853513
"hsa05169","Epstein-Barr virus infection",0.838179947505217,1.18641669338874,1.19072970536351,1.21915017216236,1.2059231591151,1.19593014101884,1.18992301327388,1.18109970128298,1.18262928619198,1.28711343898249,1.21755807307245,1.2898310320133,1.29312573975434,1.31677244851854,1.30528482202674,1.30251641630776,1.34043062337435,1.26556270064895,1.26763974925671,1.22737845320642,1.26908308370603,1.31701807484773,1.3957687707642,1.34154915481245,1.36963916661753,1.41471928674608,1.44127605913807,1.48522427447986,1.40666710330757,1.55076106936364,1.43766361623566,1.48167639687274,1.56277640840674
"hsa05208","Chemical carcinogenesis - reactive oxygen species",0.836731540704623,0.995004287117833,1.00873884929778,1.00703879084176,1.02877496814161,0.953119356636082,0.887611605186218,0.991504778443567,0.876557548067643,0.994432836602211,0.948919232864963,0.946705419919361,0.95689489487779,0.951587313034646,0.944983757366853,0.89687426904767,0.981745861642206,0.968188178922094,0.863070825301826,0.909511069785959,0.918020058323732,1.09206389725886,1.02906296573853,1.05634178693452,1.06735591177862,1.36961108100108,1.34559308712937,1.40380622186834,1.32682734138144,1.92931913955675,1.89659221054501,1.81976522251325,2.15282542949835
"hsa04213","Longevity regulating pathway - multiple species",0.811200100689994,1.64243632090622,1.66324192998152,1.70130337857632,1.64342537411824,1.71337805010951,1.63016722782482,1.64300664264202,1.68091797082396,1.77040505855783,1.85119922114471,1.78050411375333,1.81728082325074,1.88356168841251,1.86581582718975,1.87293204348483,1.89095967859069,1.91807583473976,1.98636433768982,1.94634193115943,1.94244852823249,2.28240710623407,2.28387924726022,2.34430024385339,2.24973825565836,2.33177169880605,2.43351454982387,2.47183808446416,2.33085863684296,2.43638562016005,2.47009280031154,2.53882031438841,2.59171991766959
"hsa04216","Ferroptosis",0.713322276648679,1.02512492293416,0.98293177089848,1.0033648877187,1.07059368429222,1.03738752921025,0.97966175637857,1.00866562266025,1.06058114871038,1.06974497412703,1.09736583477059,1.07292970292339,1.11968723018979,1.07256697019149,1.08691302367631,1.06827117662378,1.08157039349878,1.00022833828861,1.08417061635863,0.986057950216096,1.082930416006,1.13458962188693,1.12439657598732,1.17278245059432,1.13153922174848,1.11677658882324,1.22448691350147,1.22400352118642,1.15199276781813,1.65161111121695,1.48486108329086,1.74499838377274,1.54461694620153
"hsa00970","Aminoacyl-tRNA biosynthesis",0.698794433968435,0.967460436566032,1.00407474901237,1.00738889969,1.00515604357315,0.832271381542402,0.882722722343769,0.881634450052384,0.920989847973456,1.15442981522227,1.13983200420683,1.14678340179998,1.16431359944197,1.12683026976119,1.16689048758149,1.15842453778252,1.15062065083256,0.84837102938913,0.911265921885369,0.928851943391926,0.92347869628238,0.90656548060198,0.930331240633928,0.943310206437556,0.91826117549498,0.927718391976397,0.949477332757464,0.934453808851095,0.924956750260471,1.28250329189303,1.42989092680678,1.36297533829797,1.37523890825848
"hsa04114","Oocyte meiosis",0.587050968977975,1.96169612464442,1.86912959649105,1.99934162589417,2.02570454140993,2.07924699001478,1.94642059483026,2.11086860906691,2.0564448367796,1.98747799797762,2.04298119728434,2.12502492610364,2.11542297578477,2.09787998018108,2.11174286019415,2.09904808942618,2.14794485388182,2.01414015446368,2.10704082699278,1.94500247316081,2.06331996366197,2.27652532547486,2.29176153548729,2.2931137583709,2.15286506147158,2.25748462804677,2.32750024128779,2.34748257905034,2.22338354563579,2.32026413686002,2.51741150116023,2.49459171905879,2.55916041961519
"hsa00510","N-Glycan biosynthesis",0.581038254406386,0.842653842810608,0.762092900362197,0.835794423995594,0.824970693204842,0.751771883852916,0.734467535988287,0.726114827151646,0.690917644352097,0.810535556128562,0.798711349416929,0.787371078030436,0.775652554996381,0.918810546854822,0.917695807854369,0.836663687237586,0.775679062845552,0.629461623894889,0.680373230656259,0.682022889870542,0.769811078332175,0.742967656349169,0.808542648474253,0.699011471096818,0.767848744930599,0.76625788874853,0.791842033744947,0.772718410615333,0.772700504841274,1.36837241703799,1.73594992784648,1.37306748677441,1.89183282451917
"hsa00330","Arginine and proline metabolism",0.522572841655822,0.897231730497484,0.537370130165207,0.81334476501763,0.566303935327324,0.726443679914797,0.515446657191789,0.505883503484704,0.427206898934794,0.674914371079931,0.507606944735579,0.568161981746315,0.497393652736448,0.553506269288837,0.630737664318686,0.563964039925559,0.523872127256798,0.525413766754981,0.451110668751498,0.45248162394664,0.436832133214566,0.456410032528271,0.543293613830876,0.434348215278649,0.47701265595331,0.672040585732921,0.559149386433665,0.634239779648305,0.656784475482701,0.817314160067011,1.04025202530367,0.852304552817442,0.923781082258425
"hsa03250","Viral life cycle",0.496585106047413,2.32389431928534,2.31555454897095,2.38921385103607,2.40431747314286,2.41157536981098,2.4271797256054,2.52612333231577,2.48514282523213,2.27048107881803,2.26370331477889,2.24883954332798,2.34744329435382,2.32421613630762,2.33195904050977,2.41104392506983,2.36903712084513,2.58808605055897,2.8389782685316,2.70354647253855,2.83342752549612,3.02648121482232,3.07905196309002,3.05583543336934,2.98367688787632,2.91472803202597,3.2020253659369,3.10232952401233,2.95899605011251,2.9000135018616,2.85182635743815,3.06500157750999,2.92994113981936
"hsa04217","Necroptosis",0.441453451164905,3.21414727338342,3.04155050599749,3.24735910226736,3.44727700549468,3.42560763950747,3.28616176214938,3.19392933376732,3.46720182772852,2.90664130624632,2.81313150099246,2.84603367685707,2.96763532168511,2.95489362224006,2.8754438514339,2.83067136218899,2.72668687697968,3.81964550655874,3.5642866222779,3.43156497292757,3.60077694498961,3.76719634578324,3.8926223418868,3.7350877786863,3.54593577729134,3.87806148841273,4.48442332431947,4.18925049852561,3.96912681716869,4.24438657192549,4.07953966374973,4.17938563014601,4.26798686516637
"hsa03420","Nucleotide excision repair",0.421386843486678,1.32531208657636,1.30546507442117,1.31818252767713,1.30604322257111,1.36216784014124,1.32962065159608,1.35502059853334,1.33124138990738,1.18517617096919,1.19805843051822,1.19125880326655,1.22091930320893,1.19288416863686,1.21667613220099,1.23498997118013,1.26748558283406,1.36731037030127,1.36997296904485,1.36616711010892,1.37288999251426,1.42497769032982,1.49413192375542,1.46297158389351,1.40688781984298,1.37913243925964,1.47682802719656,1.38923712113591,1.34252505890623,1.34282546869991,1.35924222979036,1.32173514537887,1.34899830313937
"hsa04530","Tight junction",0.409461029724662,2.33905045726813,2.35129400715068,2.40432146551673,2.46247723599896,2.31809944057225,2.32739691923138,2.46817895199568,2.47941043815151,2.62110144767626,2.641201136414,2.66320254582096,2.79238128028719,2.65025901260657,2.72895384540307,2.64791091715805,2.74489453525257,1.80238517904333,1.91124673771621,1.89747121492516,1.92465493894055,2.03706689183314,2.12347844954456,2.07094943587894,2.06396728617114,2.12529055993452,2.22397264469068,2.19220822096248,2.03674254313024,2.36984082838653,2.39013874557926,2.38423926237033,2.40707100618577
"hsa00240","Pyrimidine metabolism",0.398845054514189,1.62844984476515,1.54121079062647,1.61252060681147,1.58661807911891,1.55342577026532,1.50992091348664,1.66050665480922,1.55145745580555,1.76607794424241,1.76998989368179,1.67814765748108,1.77137710511238,1.80991649747977,1.73032265656699,1.82056785504023,1.76441207811354,1.45025179203848,1.66334944267836,1.52520394121016,1.57795255979903,1.65812907104441,1.77756793180789,1.78136773772375,1.64480826459522,1.69069685958232,1.89229196105358,1.75026187868507,1.72779251828748,2.13506802111932,2.05363761648632,2.22112384728675,2.03702933310289
"hsa01212","Fatty acid metabolism",0.391694554383502,0.665618928928654,0.658177212800108,0.645125793796189,0.679707074153209,1.80533360272664,0.6940135201826,0.662068161339909,0.705776312551257,0.73463962640831,0.762568161642216,0.813064608044655,0.792262223221659,0.705974569435107,0.745687118764469,0.773523471636041,0.665224956016278,0.64212171311733,1.06278881148772,0.928040313145285,0.875362819928625,0.640981517977879,0.669510947000413,0.672535572766779,0.669223433972718,0.920558746623437,1.11639694094439,1.09875049605673,1.12372191920689,1.73895590755239,1.79158864049881,2.05308544443245,1.83592317519729
"hsa05160","Hepatitis C",0.347872879503641,1.856043002945,1.87726906526102,1.93741098945489,1.87305781987876,1.92548779503649,1.90391660003945,1.93021025572941,1.97794868188359,2.0463868328539,2.00736172292736,2.10663056137798,2.15760087078455,2.18896935196119,2.20878680365443,2.22744789835405,2.28074994454204,1.96960019033951,2.1968942419719,2.1617940653583,2.10501165145776,2.30688620389987,2.43555515104673,2.3254548516766,2.34802026090728,2.29574213886553,2.39185259561056,2.4416174493087,2.30849010903136,2.48064211132784,2.39899151623669,2.52345204512979,2.56377982848516
"hsa05225","Hepatocellular carcinoma",0.336797794626373,1.19592497833137,1.20842882082387,1.22650849357848,1.18363720689808,1.23137458416999,1.21999974150736,1.20093736289691,1.23941320730388,1.23925760072812,1.27448333939202,1.23191500901916,1.28747641759885,1.22892371908484,1.22745731998858,1.21372777067738,1.22701172138851,1.19373011224849,1.23859871301694,1.23526322568038,1.24073177439671,1.34698595703923,1.33581081348625,1.37549285737382,1.34890919293711,1.47720315700238,1.5090995814501,1.44404842534133,1.43552646872423,1.88245573890214,1.92054543414183,1.89673376211107,1.94058295831792
"hsa05162","Measles",0.307767122499127,1.39695295891718,1.39039978376794,1.4825762264859,1.40121986064545,1.45449584863095,1.32530748104398,1.45863513040546,1.37584340473438,1.48246385061537,1.33817424881267,1.47211311190272,1.45777049711072,1.4864172995042,1.43599729951899,1.4359201079465,1.5328999053632,1.55968997868831,1.42788111392034,1.40041401202692,1.45427217731269,1.60488232613771,1.64346344445049,1.61791456997039,1.62411536971214,1.65599660874472,1.63491574919293,1.7310634153647,1.62192020843373,1.75143649635691,1.6048790001857,1.66274711400866,1.74395358568217
"hsa00250","Alanine, aspartate and glutamate metabolism",0.301718770961549,0.827205060141609,0.801178748020099,0.854215471149456,0.829702053529245,0.830940737207141,0.785904400330754,0.854123797275542,0.846344478625284,0.897674585135266,0.939274825569402,0.879897918375011,0.947890233467914,0.81181636281397,0.776930110581425,0.750187830725528,0.833397121025788,0.671705025365583,0.726272988397243,0.700207710703322,0.754208087365897,0.776303684836103,0.821271120125983,0.831703054589144,0.798889914385234,0.928034614639103,1.05720045993099,0.999409161813493,0.954331798732336,1.59994409980894,1.5770139707013,1.61065763659619,1.64011825969852
"hsa00310","Lysine degradation",0.283569469013237,0.71037676910193,0.629690475362124,0.613267890337452,0.707492479574986,0.723288490414962,0.530304965054957,0.453495371360774,0.434598083012399,0.754904657662037,0.702902274502207,0.626663415308048,0.596187629977429,0.730405916868418,0.544120037767176,0.524548855232633,0.484180391555564,0.624529502603795,0.498436480280224,0.48132389854046,0.480327660259808,0.495191331764192,0.539533590338932,0.530607644076507,0.525922683900393,0.744342905403495,0.735868467750869,0.819831674372444,0.735989759638893,1.14514090682693,1.22873916652986,1.42287233623694,1.2653482214103
"hsa04666","Fc gamma R-mediated phagocytosis",0.190487764894255,1.54864572174368,1.59010718546189,1.63048970813231,1.51292648560479,1.52506066299037,1.40703991947712,1.43891384655013,1.48517360368626,1.67679602634381,1.65061997188077,1.62933457065013,1.7882365767411,1.60926054959881,1.58206899042848,1.547872535017,1.77674883364725,1.38482358477815,1.41151802112881,1.4312538460459,1.42106559079773,1.51388538867218,1.6043901770334,1.52714880746324,1.49196465750719,1.55005310918109,1.70792119262048,1.63930190420497,1.56342146423068,2.02247477874779,2.12022370191656,2.07818706101484,2.11644991940834
"hsa05022","Pathways of neurodegeneration - multiple diseases",0.168913261271909,1.56218949985231,1.53030833939757,1.60178627557972,1.63375750665328,1.51258199868069,1.49064492183126,1.56137131428301,1.59057394797462,1.72060489948948,1.67111693155999,1.72108375171803,1.74828349852176,1.72595585569339,1.7379465293812,1.67388592990706,1.70981044759931,1.31360774913207,1.31836086650208,1.27283067621655,1.30422879914993,1.36808256351647,1.40127661247294,1.36702991360427,1.37075635322117,1.50777767465719,1.5277052307833,1.55915538762685,1.46774439221826,1.78719233250518,1.7616575380671,1.75063348366599,1.84477597251491
"hsa03060","Protein export",0.157226719592318,1.45979761779076,1.47111522075609,1.47926655114162,1.48351082881598,1.41948761873573,1.37136715488003,1.38674190011315,1.41973265388726,1.45175661496212,1.4948669157479,1.45084078303895,1.53441952345788,1.47866937518897,1.44167573201912,1.49851864963008,1.50670631759881,1.39680377923385,1.46680530992044,1.40968996351548,1.44079430735549,1.47056036768223,1.49059746287777,1.49964093140757,1.43219226139736,1.41499302685138,1.53363572040628,1.4764790362269,1.39487374383757,1.62350224344252,1.73117525411337,1.70179266155407,1.59720736002931
"hsa05030","Cocaine addiction",0.152300017102622,1.3700287114878,0.872155582018512,1.34584292699836,0.871815122164318,1.23798858044838,0.892229529092361,0.910323395132019,0.694574863656593,1.09173166497817,0.872035631878101,0.978036209964659,0.839945786068999,0.865188762198908,1.08081108564239,1.00513153918912,0.950186163985069,0.844755960277777,0.778499749737643,0.895052763112793,0.809899400005229,0.978656567885742,1.08782556467394,0.958016490879905,1.04019257965954,1.13555476601018,1.09074420099298,1.11892833151286,1.01435498219867,1.289892447204,1.29365843541686,1.22569306951017,1.28188211620197
"hsa05418","Fluid shear stress and atherosclerosis",0.122660496316325,1.99202463981859,1.9016688052717,2.00474679899394,2.00464299532746,1.95731901655597,1.8395731899837,2.03830018066218,1.90887744317574,2.09831678416966,2.00663362444552,2.02877162961084,2.0324260322088,2.02838195178577,2.02937351880673,1.9949391298153,2.10352581252738,1.90341745241939,1.87863131229207,1.77260395107293,1.93292329556616,2.09167893983793,2.10649418406144,2.07783464754435,2.02230166467161,2.17446015768601,2.31526415890025,2.20391655898234,2.15132508242544,2.93857124806979,2.93109961900421,2.90622184112178,2.95995175254339
"hsa05031","Amphetamine addiction",0.0583191981720743,1.98599397454224,1.51913526596589,1.94179451041702,1.63554276597215,1.94175689187545,1.3741974890591,1.70729826741333,1.29686515352351,1.62374289286923,1.38681193052163,1.40932343693206,1.33596460727163,1.48276813368136,1.50635517324803,1.4544633490168,1.57183660523841,1.57665219948379,1.43269311335309,1.44237450193007,1.45152275647332,1.66205435335518,1.72175069617363,1.60747555612541,1.66775491977759,1.68091012999304,1.73376380548335,1.72330595501764,1.61743645959996,1.87120445231256,1.91460810248851,1.85893368683462,1.85349612880276
"hsa00051","Fructose and mannose metabolism",0.0454263132302975,1.70111103292574,1.62430823198082,1.66334119333583,1.67503832157443,1.43193730303704,1.46547784936679,1.50104641794278,1.48902816421783,1.66383815600297,1.68422336221111,1.68697807630403,1.70064934613471,1.61602472998102,1.63715298257272,1.65382011612115,1.69697072580899,1.40361100796504,1.47859605146541,1.44792132766667,1.428416068265,1.59050938191378,1.63750012548521,1.61164629449547,1.57464575285724,1.66708580275184,1.69703404485631,1.73724909377703,1.69501304086593,2.00206123459251,2.08108874628508,2.11013677968238,2.15102294504747
"hsa00230","Purine metabolism",0.0437354522054742,1.40421053292182,1.35237947501344,1.39928247217565,1.37478281990158,1.33791638174677,1.25490023584602,1.32527272984502,1.30030910734652,1.4697141962949,1.46952923843772,1.38988510793196,1.49817952295701,1.48535941564597,1.46532640188271,1.46009872671767,1.48316923423734,1.24928255816116,1.36863361298885,1.23906623856714,1.26418393395073,1.39793571988576,1.48643660459722,1.44285128896552,1.40903622031154,1.51422980271785,1.63018920903575,1.48241918475411,1.51531328032577,1.81793336725955,1.83860167641138,1.9670800752402,1.82333360349752
"hsa05110","Vibrio cholerae infection",-0.0497903638573774,1.09079554419897,1.03307022366786,1.00483586730862,1.14524182175657,1.08070828969032,0.961434286445696,1.00267921265145,1.01344424284385,1.15734279480845,1.16140238400706,1.10590980498479,1.10685778231709,1.07406995230666,1.07482069401232,1.05016946700801,1.01724929501579,0.968450719728952,0.949182979006766,0.936080390416044,0.916067352215309,1.01947366551406,1.01726705549293,1.10990829707971,1.05131598336323,1.09357155958826,1.14184771167008,1.07669443222938,1.0344678929969,1.41755410188555,1.36978409415372,1.32100937781774,1.4005816504764
"hsa03440","Homologous recombination",-0.111724624909641,1.17834727050641,1.10851733468625,1.12679747703521,1.0888176434415,1.14720148397993,1.14310326461134,1.16895154113014,1.13605060107561,1.0258865485137,1.0352264262374,1.03724452258161,1.04408109946299,1.00317039452504,1.01120039892595,0.975789053248115,0.976253065539993,1.11484354768075,1.09264717435488,1.09194090475874,1.08598241800429,1.20767483165971,1.16306244293614,1.23882013560614,1.14251745090816,1.30262559934014,1.41098396012986,1.33224411615589,1.32167213380176,1.28847612111641,1.4211568988388,1.36462797435704,1.41376301151471
"hsa05168","Herpes simplex virus 1 infection",-0.249144229666015,1.60489387381912,1.62167822390378,1.6499513420768,1.6474698667688,1.8085736698855,1.67351780383206,1.68219869893701,1.69126054207439,1.63025043568528,1.59087280879913,1.66372577030354,1.66349492028286,1.81556849706312,1.65864481278805,1.67499228262281,1.69259347525056,1.98476741918875,2.16594195580727,2.10920113491632,2.11746908175431,2.15314810857852,2.27322967573893,2.20992109267848,2.25089261679655,2.1992591293574,2.34337365746972,2.28909881680161,2.22336871709948,2.15866309978202,1.97008175500243,2.1043451257185,2.09626964064836
"hsa00052","Galactose metabolism",-0.256831132570681,1.33720587811223,1.32747513990675,1.33556608072744,1.31900409378656,1.23537924283412,1.21674983513354,1.24851973712151,1.26466541992776,1.42841150162192,1.46378504190447,1.47203087767414,1.49391162362369,1.32786972662255,1.34506084867059,1.36156588283905,1.32706665611166,1.23684400885393,1.20042665331926,1.17549692791148,1.16804183707675,1.27152511115154,1.34021831221565,1.2876457721361,1.2813866285188,1.42047818744506,1.36849365312881,1.4010677446234,1.37320657016216,1.58958913413931,1.62884958338661,1.68579916067446,1.70895025938149
"hsa03022","Basal transcription factors",-0.282339614657501,1.21262428162611,1.18300239133081,1.21241618497241,1.22888165047945,1.29097456977399,1.22930944350707,1.2974475850388,1.26155835913741,1.13010332542212,1.14225159168043,1.11708798286886,1.13916654221644,1.17990578181306,1.11831547110642,1.15350927794757,1.1607533004935,1.38136495985103,1.44174218300063,1.53161269315559,1.43344700241594,1.47102862751828,1.42689825528587,1.48161161469277,1.45944720569533,1.41744467186768,1.46128100354817,1.45646882988752,1.35899567462046,1.16291069652434,1.23624060895829,1.18790971895158,1.248338388144
"hsa04115","p53 signaling pathway",-0.30421417449609,1.11959236119645,1.16427554267539,1.22361945030331,1.11149558820965,1.23784397397108,1.23976407619814,1.19433748399624,1.25300682492391,1.18110357386237,1.07632771497678,1.30353441074872,1.26171246880104,1.27232380044477,1.29248385835075,1.27151174843449,1.3494309950653,1.44967711372686,1.51411836235516,1.40209311672409,1.36036067947381,1.63249275222129,1.68871094646777,1.63284794819867,1.63463512659635,1.74337045543976,1.70844043017925,1.79484993895634,1.70323331125699,1.81613592794187,1.53156772771238,1.66933571610718,1.7274791436012
"hsa04613","Neutrophil extracellular trap formation",-0.348905553387065,7.22258512983471,6.30209841806635,6.81417195214176,6.82690346300032,7.89184251579007,6.68584605606995,6.60027130034873,7.35737036888119,5.67993706269885,5.63793317158444,5.26726803347519,5.42259491685556,5.46094207669424,5.38390443262699,5.45828920478038,5.10150161625789,8.42015037423441,7.35282622641591,7.40117663905148,7.87573710341534,8.28012695414527,8.24022251259538,8.24575153545115,7.8343526403585,8.83947411517154,10.089262569657,9.32922699862019,8.76675705446663,8.31632442813342,8.09243877152841,7.47945502447822,8.70624172562757
"hsa04918","Thyroid hormone synthesis",-0.358754611141535,1.35494555895333,1.25388050622303,1.23313374876978,1.31083824871365,1.12479385256771,1.21186495340261,1.13029255952381,1.18760274841253,1.2925891574394,1.23610652085883,1.16161661057442,1.12456430058664,1.14599537585611,1.14247461006203,1.12713455352366,1.03559966300435,1.13970086554485,0.883453294095597,0.935121032863499,0.934418043384509,1.01914343297818,1.03821934427303,1.03132915896788,1.027943229574,1.1031434189405,1.1685025192434,1.15333964748674,1.18974059784548,1.7127397712588,1.71131546529539,1.69845135749587,1.67508877075176
"hsa05034","Alcoholism",-0.363838655730855,9.60609008025877,8.24010162311668,9.09169531179839,8.86904058577986,10.5017378588249,8.76088984000686,8.67292844081149,9.66901812926977,7.43309862272803,7.47888028543939,6.91003893151989,7.20133129975531,7.12152938937335,7.08234308790566,7.23793715973863,6.76664717087687,11.0556293403284,9.76203074755023,9.86777769370183,10.3857070994614,10.9319030302037,10.8592824657232,10.8814035565433,10.3673780464716,11.5609701753115,13.2166572720266,12.1213360072343,11.4741510481885,10.5668520546073,10.3420605538006,9.56086669245099,11.0728741316464
"hsa04261","Adrenergic signaling in cardiomyocytes",-0.3680500308303,2.3474074824439,2.28811089769113,2.3167122284746,2.32517168687805,2.34990439538327,2.25659091816732,2.26148186981306,2.30822409424042,2.62812220945585,2.5557264303477,2.53234337918686,2.57257055832075,2.69024916782146,2.67887304779824,2.66624420775414,2.66283194722277,2.21170595846359,2.3017152391975,2.34171910968447,2.19694574088252,2.37373678314539,2.39302418536502,2.39348064784866,2.42693765825717,2.37110773979916,2.49119916102748,2.47998333402281,2.31063982083837,2.60603478893794,2.66358800995928,2.65082973785462,2.66401991903746
"hsa03460","Fanconi anemia pathway",-0.385686134518516,0.979292025359264,0.938955982479936,0.947396700272678,0.906615997014989,0.929673794157883,1.01483000712598,0.99372579619789,0.99132689789938,0.955054168627889,0.988981708651025,0.963963936545091,0.971908873881605,0.982001023381623,1.00980467983919,0.963222434388341,0.926531915125749,1.07378539995329,1.10155729245508,1.0816234215633,1.10467211828907,1.10560753711124,1.09487721468842,1.08131304384851,1.11335084516611,1.05942919463681,1.08376969626767,0.987057113246182,0.99053151483599,0.93200508463534,0.975074662913844,0.937971607931186,0.989615237912589
"hsa04210","Apoptosis",-0.389323734662119,2.60715151733726,2.57269729503267,2.68816331659388,2.78586535101348,2.60538541581403,2.52170985524039,2.84363912755002,2.75089612429509,2.71483201225806,2.60924534076093,2.73517647173677,2.86689934807049,2.73347913292081,2.72908234231765,2.62520346226218,2.86485447308138,1.99474273621728,1.9829964235307,1.92448439717432,2.01963506916532,2.14116259298096,2.23396899742022,2.17400967770171,2.2108550655494,2.25985773096836,2.26157601410722,2.3181956685895,2.20097020965457,2.40992438624407,2.1899836390736,2.29784552795556,2.34154101842491
"hsa05142","Chagas disease",-0.402273262348454,1.81897590175385,1.8046246013032,1.79885860193921,1.86267914451963,1.8161599762292,1.65094045264648,1.77987279116816,1.66044732822254,2.020920170741,1.84635142267415,1.82393448282367,1.85521310758108,2.13073355476397,2.03130337028723,2.01882040288755,2.14285115150408,1.70607637471344,1.65959910402034,1.71375485068484,1.66489408141115,1.78251980703839,1.85860923064684,1.79122054810258,1.87624890576037,1.79760389158917,1.87468267643117,1.90317346747421,1.73291686900266,1.88895463928345,1.93727301382913,1.93838956369696,1.95859426583074
"hsa04064","NF-kappa B signaling pathway",-0.424310397768314,1.25401231859175,1.32642037053613,1.30470024964093,1.26778438453821,1.2899865338634,1.33090865461648,1.34682970562679,1.29732338577908,1.34162650688637,1.24842239920238,1.32294166496827,1.31129018102239,1.26119137172363,1.32682186485765,1.23577518880515,1.26473806713015,1.28980772827406,1.26076278937867,1.243494593516,1.39981134508665,1.27144795738937,1.35659485209732,1.30309740929006,1.30520834709101,1.25458553858535,1.28151847038225,1.3140196393106,1.20578436351202,1.26630954064752,1.21543335203111,1.24340382687239,1.21896167269075
"hsa04962","Vasopressin-regulated water reabsorption",-0.438207701493916,1.81992197646253,1.73828430964012,1.87130938117386,1.77682068713226,1.71192049261916,1.63915647427684,1.77395260106902,1.74072877857714,1.78318223028619,1.76889301492923,1.77254404097937,1.84501411258779,1.81454935382887,1.77568041454001,1.71425381169363,1.73182521946916,1.55594769040236,1.52532371146824,1.52195553293041,1.5234045589542,1.68539571740506,1.70614435656426,1.64598793944325,1.61963462289208,1.74096134898956,1.78855532052288,1.82489496204237,1.67087782042543,2.00395707437089,2.05661588383427,2.06679009682074,2.11192716056738
"hsa05016","Huntington disease",-0.454152712862367,1.54054800551111,1.53045779010709,1.57657867421931,1.64543330558726,1.46960676746252,1.472752201491,1.55329563075246,1.60196089065837,1.70933097784645,1.72708552655759,1.71888860699583,1.75883479812214,1.70800813111782,1.74377421882551,1.64577076483184,1.7136870470711,1.23035287231918,1.19901119815755,1.17951955256345,1.20823583435725,1.24978622523679,1.27200996855824,1.23833304522186,1.23018648262748,1.34141909767539,1.35602007241836,1.3568363701979,1.26800358886025,1.51567330504414,1.56740976025611,1.53752279139355,1.58500847012719
"hsa04914","Progesterone-mediated oocyte maturation",-0.460173333634992,1.41036222933808,1.37611244597395,1.40712449426474,1.41789663438994,1.40534533954584,1.38253346522553,1.4391862626893,1.42431538059767,1.46205238687277,1.52561188695198,1.48894399877441,1.54313437718703,1.52257723259057,1.54379321081776,1.53074613633098,1.54832209216862,1.61306174340285,1.57482039704938,1.53471520200925,1.55911006454448,1.78302599374965,1.75823976785676,1.69594968327645,1.71047500246675,1.84191431235851,1.81991461013236,1.86529628990981,1.76784014900032,1.8945861648441,1.85129409139867,1.92506098182721,1.90891262489078
"hsa03320","PPAR signaling pathway",-0.469684210189651,1.03828152960409,1.00561016183135,1.01069715125493,0.976322970811957,3.64591883566201,0.952262214757946,0.847798925441614,0.960472511265654,1.14620594824976,1.09715341843811,1.1567852684774,1.05291739979272,1.03895420521794,0.966637632720458,0.947831498486218,0.948011024718832,0.928785609045207,1.85883156210952,1.50295884563168,1.40597548269254,0.856505539973202,0.835247073969782,0.916872595280332,0.874481954516189,0.921444517426345,1.14377435899116,1.01697277892285,1.24984470048354,0.998109870167551,1.03042352623015,1.07376494744982,1.05379146932984
